Date,Revenue,COGS,number_of_order,number_of_customer,sum_of_sessions,sum_of_page_views,sum_of_shipping_fee,number_visitor_review,mean_of_rating,sum_of_refund,number_of_customer_signup
2014-10-13,5257692.13,4155288.51,209,204,15576.0,80230.0,559.23,20.0,4.15,38205.939999999995,11.0
2014-10-14,5353820.23,4242284.88,204,202,12392.0,40016.0,923.8,28.0,4.142857142857143,151379.4,24.0
2014-10-15,3174858.73,2517101.9,121,120,14941.0,74168.0,974.29,24.0,4.041666666666667,75544.66,11.0
2014-10-16,3035433.21,2343522.12,115,114,16025.0,81588.0,719.21,32.0,3.625,102866.42,11.0
2014-10-17,3041887.24,2405340.07,115,115,12793.0,56849.0,411.03,23.0,4.043478260869565,232683.32,14.0
2014-10-18,3295901.64,2641429.14,123,123,15622.0,65864.0,672.22,30.0,3.7333333333333334,205829.43,16.0
2014-10-19,3906454.96,3097527.04,158,155,14950.0,62246.0,635.09,30.0,3.966666666666667,174165.47,12.0
2014-10-20,4406719.83,3563304.85,189,185,14868.0,79044.0,491.49,36.0,3.861111111111111,197465.45,17.0
2014-10-21,4158469.93,3334418.16,165,164,15123.0,74369.0,816.62,32.0,3.84375,111485.10999999999,18.0
2014-10-22,3185076.38,2622321.88,111,110,15703.0,57449.0,782.36,28.0,4.321428571428571,67082.19,17.0
2014-10-23,3397945.31,2701811.9,128,126,14961.0,61683.0,711.9,26.0,3.8076923076923075,70911.81999999999,21.0
2014-10-24,2910624.78,2393219.16,116,116,14037.0,57829.0,681.11,42.0,4.357142857142857,40629.72,15.0
2014-10-25,3710088.5,3052761.25,155,152,14637.0,73636.0,576.27,34.0,3.7941176470588234,232720.16999999998,13.0
2014-10-26,3332635.64,2620840.72,154,153,13360.0,50893.0,467.52,26.0,3.4615384615384617,85320.45,18.0
2014-10-27,5247620.14,4151809.58,216,214,15039.0,50863.0,836.76,27.0,3.857142857142857,103981.21,10.0
2014-10-28,6122484.1,4933576.08,250,247,14021.0,72386.0,957.71,29.0,3.6551724137931036,152369.33,16.0
2014-10-29,6191276.35,4949513.22,250,245,15156.0,81976.0,760.13,27.0,4.0,184716.25,16.0
2014-10-30,6250389.79,4894988.48,247,247,11932.0,43393.0,1135.19,32.0,4.375,74090.13,22.0
2014-10-31,4687679.79,3734196.88,207,203,12268.0,56527.0,849.8,23.0,4.173913043478261,234147.31,21.0
2014-11-01,4474322.51,3463929.06,173,173,12350.0,59845.0,1064.26,26.0,3.769230769230769,44365.97,10.0
2014-11-02,3503909.61,2759213.27,123,122,9858.0,48176.0,748.39,24.0,4.0,288790.6,19.0
2014-11-03,2511155.37,1925980.79,104,101,9271.0,50990.0,556.48,29.0,4.206896551724138,102983.75,22.0
2014-11-04,1758772.81,1413005.18,64,64,12479.0,50077.0,503.65,25.0,3.84,127601.16,18.0
2014-11-05,2080412.08,1649512.63,82,82,11136.0,40264.0,377.19,24.0,4.041666666666667,69875.57,19.0
2014-11-06,2338580.92,1815525.82,91,90,13338.0,51475.0,336.61,27.0,3.5925925925925926,96785.68,10.0
2014-11-07,2391118.65,1914802.56,81,81,10458.0,57426.0,443.83,28.0,4.178571428571429,124097.75,13.0
2014-11-08,2603594.99,2058134.47,118,118,11955.0,42948.0,261.68,30.0,3.8,149851.07,21.0
2014-11-09,3896973.5,2948324.76,169,167,11303.0,41316.0,417.21,22.0,4.0,157716.49,13.0
2014-11-10,3578790.21,2955883.0,164,157,11746.0,42791.0,720.41,25.0,3.72,72317.9,14.0
2014-11-11,3265211.84,2544268.23,116,113,13374.0,45285.0,623.96,26.0,4.0,72703.55,12.0
2014-11-12,2687977.35,2131053.41,126,124,12915.0,50492.0,906.76,29.0,3.9655172413793105,94207.25,21.0
2014-11-13,3661668.42,2973473.14,124,122,12214.0,58391.0,592.14,29.0,4.0,227927.84,18.0
2014-11-14,4104922.66,3206387.48,163,161,12350.0,50649.0,730.3,26.0,3.8846153846153846,60886.22,13.0
2014-11-15,3332537.35,2666922.09,158,158,14001.0,46627.0,980.97,29.0,3.689655172413793,93556.58,16.0
2014-11-16,3926705.12,3165100.53,159,159,12751.0,42064.0,645.21,23.0,3.869565217391304,58815.92,11.0
2014-11-17,3901928.25,3135379.39,150,148,13636.0,74385.0,651.96,24.0,3.7083333333333335,85491.55,13.0
2014-11-18,2299920.21,1777742.22,103,103,11650.0,39351.0,725.26,25.0,4.08,84010.54,19.0
2014-11-19,2365334.24,2037392.28,105,105,14539.0,63846.0,655.01,23.0,3.652173913043478,74853.81,14.0
2014-11-20,2712056.74,2364468.06,128,127,11778.0,62074.0,461.92,27.0,3.814814814814815,266162.4,20.0
2014-11-21,2642726.69,2469983.77,146,144,14690.0,49729.0,543.8199999999999,40.0,4.0,65585.20000000001,16.0
2014-11-22,2355839.63,2373102.5,134,131,11106.0,43498.0,828.87,31.0,3.838709677419355,67915.02,19.0
2014-11-23,2702782.41,2732923.6,160,159,11209.0,45394.0,970.32,24.0,4.416666666666667,100542.82,13.0
2014-11-24,2994851.12,2989623.83,158,157,11794.0,54219.0,785.84,33.0,4.212121212121212,104888.15,27.0
2014-11-25,1951300.95,1961306.08,103,101,13405.0,69008.0,753.74,34.0,4.147058823529412,195651.28000000003,22.0
2014-11-26,3005133.94,3070985.43,140,139,13829.0,63366.0,874.66,27.0,3.7037037037037037,172245.6,14.0
2014-11-27,4582936.62,4552287.3,292,288,11438.0,52208.0,890.7,25.0,3.76,58111.96,20.0
2014-11-28,3803816.23,3776489.22,260,253,11931.0,47295.0,1347.47,30.0,3.7333333333333334,138790.47999999998,18.0
2014-11-29,3693923.36,3714680.69,249,247,13244.0,49923.0,1810.72,34.0,4.088235294117647,256226.21,14.0
2014-11-30,4164373.0,4139199.1,278,273,12733.0,61026.0,2110.72,22.0,3.909090909090909,166224.14,12.0
2014-12-01,3293606.72,3371041.49,203,200,13705.0,53255.0,1935.65,27.0,4.111111111111111,42633.81,16.0
2014-12-02,1913468.28,1934027.84,90,90,13930.0,54294.0,1391.15,28.0,4.142857142857143,79069.0,19.0
2014-12-03,1725054.96,1639460.56,79,79,12384.0,45118.0,1282.19,34.0,4.0588235294117645,177323.46,14.0
2014-12-04,1490172.71,1377244.92,88,88,14206.0,52846.0,637.56,24.0,3.9166666666666665,49621.9,21.0
2014-12-05,1855814.16,1814623.65,98,97,13501.0,49671.0,482.0,29.0,3.8,74300.36,13.0
2014-12-06,2498471.96,2457252.11,130,127,12995.0,70307.0,757.12,29.0,4.241379310344827,97081.51000000001,18.0
2014-12-07,2209128.82,2214964.0,147,146,14178.0,75929.0,777.34,22.0,3.6363636363636362,41933.380000000005,20.0
2014-12-08,3029845.63,2938276.72,192,186,10946.0,41963.0,1172.18,27.0,3.814814814814815,155722.57,28.0
2014-12-09,3265900.4,3069037.78,180,177,15116.0,61132.0,1219.99,28.0,4.535714285714286,125971.79000000001,13.0
2014-12-10,2659858.85,2559688.79,141,138,13155.0,69185.0,938.06,34.0,4.0,78890.02,16.0
2014-12-11,2499031.03,2479880.93,133,131,12828.0,62511.0,1031.85,27.0,3.5185185185185186,196988.08,15.0
2014-12-12,2451281.84,2348048.7,142,139,14397.0,55748.0,842.87,28.0,4.142857142857143,93207.7,12.0
2014-12-13,2618181.33,2655502.75,162,162,15411.0,59202.0,921.39,28.0,3.642857142857143,130329.21,21.0
2014-12-14,2868448.18,2822169.24,180,178,12133.0,55972.0,1067.51,36.0,4.0,95255.6,18.0
2014-12-15,3675108.42,3622573.69,240,238,14071.0,67194.0,1763.43,36.0,4.0,64982.28,10.0
2014-12-16,3587166.39,3452397.12,247,245,14337.0,71824.0,1689.84,29.0,3.8275862068965516,107329.0,24.0
2014-12-17,2950563.8,2911687.56,197,197,13526.0,48171.0,1472.85,32.0,3.875,168203.23,20.0
2014-12-18,2684991.91,2614938.98,183,180,13579.0,45698.0,1716.76,24.0,3.76,72418.97,22.0
2014-12-19,3424258.6,3465424.79,219,216,12495.0,55293.0,1479.31,27.0,4.2592592592592595,46021.28,21.0
2014-12-20,3898670.99,3764085.99,257,253,12762.0,55784.0,1798.3,32.0,3.90625,10423.34,21.0
2014-12-21,4372128.59,4286124.01,307,305,11970.0,45192.0,1864.96,35.0,4.0,107042.53000000001,14.0
2014-12-22,3430574.36,3435107.36,306,299,13175.0,61750.0,2431.55,31.0,3.5161290322580645,119121.52,10.0
2014-12-23,2791569.02,2665014.26,247,245,16728.0,72737.0,2227.02,33.0,3.696969696969697,53730.69,18.0
2014-12-24,2610156.84,2591612.44,198,196,15005.0,78947.0,2470.23,29.0,3.689655172413793,58335.93,12.0
2014-12-25,2573745.23,2584515.85,211,206,14984.0,62313.0,2423.71,37.0,4.538461538461538,37509.67,15.0
2014-12-26,2922497.3,2877653.62,240,236,12836.0,50229.0,1823.5,31.0,3.5161290322580645,49605.66,22.0
2014-12-27,3575283.76,3538078.72,285,281,12176.0,39355.0,1888.87,35.0,3.7714285714285714,50104.53,13.0
2014-12-28,8484445.21,8405135.96,567,558,14412.0,78580.0,2682.13,36.0,3.861111111111111,28549.2,15.0
2014-12-29,7063840.79,6908131.26,538,526,14420.0,47763.0,3857.73,40.0,3.625,136733.08,16.0
2014-12-30,5708142.92,5488862.89,418,411,14751.0,55478.0,3499.59,32.0,4.090909090909091,99200.97,15.0
2014-12-31,5625288.94,5528179.38,402,400,14154.0,63205.0,3543.15,33.0,4.090909090909091,94324.53,18.0
2015-01-01,4576460.18,4315048.16,305,295,11938.0,49079.0,3632.59,44.0,3.7954545454545454,82432.52,11.0
2015-01-02,1625420.31,1281805.11,62,60,12631.0,62686.0,2770.96,43.0,3.953488372093023,73953.99,11.0
2015-01-03,1176312.94,876576.96,61,61,11528.0,40725.0,1344.04,38.0,4.052631578947368,202095.95,19.0
2015-01-04,2651400.23,2169221.09,106,104,10546.0,51512.0,985.59,36.0,3.9166666666666665,145719.75,14.0
2015-01-05,2457539.39,1930809.0,88,87,11328.0,48905.0,281.08,34.0,4.0,70677.67,10.0
2015-01-06,1621284.62,1301383.65,55,55,9268.0,38649.0,332.83,41.0,3.902439024390244,88040.95999999999,13.0
2015-01-07,1981408.07,1560596.56,76,75,10147.0,33888.0,522.12,37.0,3.891891891891892,134705.68,19.0
2015-01-08,1318438.15,1057739.56,58,58,8997.0,34451.0,279.52,41.0,4.121951219512195,111846.76000000001,14.0
2015-01-09,2144901.8,1679915.91,81,81,12849.0,58922.0,327.35,34.0,3.911764705882353,71791.11,17.0
2015-01-10,1830727.22,1385986.39,79,79,11873.0,64601.0,274.39,50.0,3.9019607843137254,86693.37000000001,10.0
2015-01-11,3254430.17,2604455.39,129,127,11735.0,58810.0,408.36,43.0,4.093023255813954,263665.12,15.0
2015-01-12,2427966.79,1902989.93,92,91,12986.0,59184.0,385.71,46.0,4.340425531914893,100949.27,16.0
2015-01-13,2138729.21,1742327.89,76,75,11908.0,38118.0,351.71999999999997,41.0,3.5853658536585367,51803.72,18.0
2015-01-14,2835456.9,2191456.13,95,95,12735.0,50389.0,472.77,38.0,3.763157894736842,287631.98,18.0
2015-01-15,2047933.05,1631831.77,83,83,12630.0,45764.0,470.17,40.0,4.225,266337.01,14.0
2015-01-16,2569213.44,2030636.7,94,94,11982.0,42069.0,336.58,48.0,3.9375,139197.5,14.0
2015-01-17,2588700.22,2035239.72,115,115,10268.0,50373.0,459.93,38.0,4.342105263157895,31493.23,13.0
2015-01-18,3021302.7,2433685.6,122,122,10164.0,54711.0,299.55,42.0,4.023809523809524,79158.62,13.0
2015-01-19,2851705.68,2258471.9,115,115,11734.0,49230.0,610.37,45.0,3.8444444444444446,101360.0,17.0
2015-01-20,2455411.13,1957537.38,93,93,10857.0,50716.0,405.31,41.0,4.073170731707317,74014.5,22.0
2015-01-21,2603856.87,2019373.54,91,91,11368.0,37330.0,499.99,42.0,3.9523809523809526,138460.8,20.0
2015-01-22,2683523.21,2190572.01,108,107,12159.0,53924.0,561.17,34.0,3.9705882352941178,137281.91999999998,15.0
2015-01-23,2703262.73,2149537.87,107,105,13034.0,62656.0,274.42,37.0,4.1891891891891895,126738.72,15.0
2015-01-24,4004609.82,3181968.24,143,143,12673.0,52366.0,539.11,41.0,3.7560975609756095,65867.57,11.0
2015-01-25,4665645.74,3747345.78,165,164,10995.0,48943.0,572.56,42.0,3.9761904761904763,158172.41,15.0
2015-01-26,4084367.08,3209020.3,152,151,12273.0,52623.0,580.58,36.0,4.027777777777778,103014.41,21.0
2015-01-27,3116141.82,2455632.77,120,120,12089.0,39559.0,713.38,40.0,3.575,57906.53,16.0
2015-01-28,4612174.41,3603868.33,188,183,12441.0,50069.0,648.19,30.0,4.166666666666667,82632.53,20.0
2015-01-29,5300109.93,4295752.25,193,191,12264.0,42039.0,570.28,35.0,3.742857142857143,21689.54,16.0
2015-01-30,4336302.07,3457573.62,174,169,11133.0,44130.0,804.04,27.0,3.6296296296296298,195066.08,22.0
2015-01-31,4195901.17,3269383.7,180,180,10453.0,51485.0,665.93,31.0,3.935483870967742,11279.74,14.0
2015-02-01,4977201.37,4063980.38,186,185,15593.0,53441.0,692.08,46.0,4.0,37719.46,15.0
2015-02-02,2901454.29,2325361.53,98,98,15910.0,61981.0,505.4,32.0,3.75,161993.05,14.0
2015-02-03,1779457.49,1427675.21,71,70,15721.0,59210.0,584.27,14.0,3.7857142857142856,122957.79,26.0
2015-02-04,2496729.14,2129083.48,99,97,17552.0,92236.0,317.5,14.0,3.857142857142857,71827.05,18.0
2015-02-05,2500351.24,2064567.04,86,84,16196.0,75150.0,319.91,28.0,3.892857142857143,158996.01,17.0
2015-02-06,3457294.9,2699578.13,115,115,17363.0,59004.0,337.09,19.0,3.8421052631578947,43225.71,12.0
2015-02-07,3570886.94,2952636.69,142,141,18408.0,78214.0,498.42,22.0,4.181818181818182,4024.7200000000003,20.0
2015-02-08,4197082.23,3455113.24,160,160,16090.0,72582.0,645.18,20.0,4.0,45923.81,13.0
2015-02-09,4490187.64,3675813.84,140,139,17476.0,60213.0,713.84,19.0,3.85,183210.15,18.0
2015-02-10,2813867.9,2247526.75,118,118,18527.0,66887.0,546.22,18.0,4.0,59684.37,15.0
2015-02-11,3311241.3,2623112.64,123,122,18408.0,81784.0,387.03000000000003,28.0,4.071428571428571,90574.07,21.0
2015-02-12,3468141.29,2797170.91,132,131,16304.0,62018.0,663.05,20.0,4.35,128755.91,14.0
2015-02-13,4164849.99,3458801.88,152,151,20518.0,76117.0,627.55,17.0,3.823529411764706,24027.53,20.0
2015-02-14,4312422.12,3541992.72,171,170,13711.0,60627.0,717.82,14.0,4.071428571428571,51782.020000000004,10.0
2015-02-15,4757224.49,3925128.98,201,201,17280.0,68446.0,840.57,19.0,4.0,5594.889999999999,22.0
2015-02-16,4817928.66,3988291.36,219,217,17693.0,89965.0,632.74,23.0,4.173913043478261,52802.729999999996,19.0
2015-02-17,4293160.67,3537248.79,142,142,16802.0,74388.0,735.53,27.0,3.8518518518518516,29871.72,12.0
2015-02-18,3209407.04,2685036.44,135,134,16725.0,61913.0,837.89,36.0,3.9722222222222223,137432.0,6.0
2015-02-19,3793775.02,3109300.19,153,152,16363.0,79512.0,554.37,24.0,3.6666666666666665,52199.06,14.0
2015-02-20,4760336.65,3942085.3,176,176,18730.0,95572.0,505.55,30.0,4.3,72750.43000000001,18.0
2015-02-21,4368539.08,3544819.23,198,195,15952.0,70645.0,922.24,29.0,3.9655172413793105,148809.47,12.0
2015-02-22,5784606.22,4804964.15,224,221,16431.0,79486.0,797.93,26.0,4.346153846153846,8113.6900000000005,18.0
2015-02-23,7360399.98,5966271.62,275,273,14463.0,50731.0,888.65,21.0,3.857142857142857,113144.03,18.0
2015-02-24,5473140.47,4450268.77,212,211,17173.0,71689.0,931.14,24.0,3.8333333333333335,128230.33,20.0
2015-02-25,8502202.85,7083827.01,375,373,14450.0,51345.0,1413.35,28.0,4.25,124454.22,21.0
2015-02-26,6528340.52,5386905.64,257,255,18508.0,88646.0,1604.29,27.0,3.962962962962963,100424.70999999999,17.0
2015-02-27,4695415.58,3896449.69,196,194,14926.0,53940.0,1169.65,16.0,3.8125,122467.4,13.0
2015-02-28,3896812.17,3287398.94,159,158,15722.0,83724.0,994.43,24.0,4.333333333333333,251864.86,20.0
2015-03-01,4612623.19,3760240.57,201,201,21480.0,81546.0,762.21,16.0,3.8125,141328.12,19.0
2015-03-02,1204115.66,996728.16,44,43,22178.0,84529.0,796.34,30.0,3.8666666666666667,93536.74,13.0
2015-03-03,2971078.12,2450231.82,88,88,23311.0,118505.0,437.8,35.0,3.6857142857142855,80413.23999999999,13.0
2015-03-04,3275231.73,2540097.74,114,112,20723.0,99756.0,404.08,30.0,3.8333333333333335,106261.71,19.0
2015-03-05,3623778.02,2818823.69,130,128,24841.0,110043.0,282.71,30.0,4.0,171686.02000000002,16.0
2015-03-06,4126698.63,3333077.32,113,113,23903.0,115420.0,391.76,31.0,4.129032258064516,193210.16,20.0
2015-03-07,3652751.16,2946148.77,122,120,20579.0,83988.0,439.81,22.0,4.0,68924.42,18.0
2015-03-08,3679065.16,2903799.07,124,122,23101.0,83326.0,484.0,33.0,4.0,258626.76,19.0
2015-03-09,4520902.2,3610296.4,171,168,23240.0,117770.0,499.87,20.0,3.75,131167.8,19.0
2015-03-10,5042080.93,3980962.03,167,165,23566.0,107264.0,557.82,28.0,3.9285714285714284,88972.11,19.0
2015-03-11,6098020.8,4928286.75,240,236,22870.0,97024.0,908.64,24.0,3.7083333333333335,85307.26,17.0
2015-03-12,4869770.72,3760439.95,184,182,28148.0,147647.0,928.6,30.0,4.1,129869.25,23.0
2015-03-13,3474969.89,2712283.16,135,135,21363.0,117397.0,461.81,27.0,3.888888888888889,76731.55,20.0
2015-03-14,4711284.42,3671123.8,172,170,22276.0,89445.0,630.57,32.0,3.78125,246998.11000000002,18.0
2015-03-15,5040735.75,4008157.53,198,197,22351.0,120642.0,719.11,34.0,3.264705882352941,43273.77,17.0
2015-03-16,5602879.7,4422966.9,212,210,24269.0,108034.0,794.02,27.0,3.8518518518518516,109433.41,17.0
2015-03-17,5692241.74,4623906.32,238,236,21379.0,69949.0,723.62,25.0,3.92,133821.63,12.0
2015-03-18,6793794.72,5583548.33,274,274,18253.0,88133.0,1027.59,29.0,4.344827586206897,42233.4,23.0
2015-03-19,6012381.06,5053767.27,236,235,23852.0,85968.0,1118.68,36.0,3.5833333333333335,108155.18,18.0
2015-03-20,4887915.96,4122124.89,208,204,19678.0,70975.0,1182.61,28.0,3.4642857142857144,176084.11000000002,14.0
2015-03-21,4566270.71,4002288.11,199,197,26207.0,100420.0,1020.29,36.0,4.083333333333333,163709.5,21.0
2015-03-22,5271032.0,4721422.49,222,220,21331.0,89042.0,886.47,22.0,3.5,136333.75,27.0
2015-03-23,5172623.98,4663072.48,222,222,21839.0,115455.0,1068.03,35.0,3.9714285714285715,118056.27,18.0
2015-03-24,6187718.83,5662250.07,280,277,23120.0,108910.0,994.08,27.0,4.296296296296297,75652.76999999999,14.0
2015-03-25,6763449.95,6062883.43,314,313,22944.0,126137.0,1160.26,38.0,3.6578947368421053,253065.33,23.0
2015-03-26,6983791.47,6190732.25,307,305,27836.0,131624.0,1334.09,37.0,3.945945945945946,125966.02,10.0
2015-03-27,5007891.27,4516109.24,231,229,23381.0,127905.0,1380.15,36.0,3.7222222222222223,136940.12,18.0
2015-03-28,5941997.22,5296480.62,253,252,23832.0,108548.0,1337.55,24.0,3.2916666666666665,94189.87,20.0
2015-03-29,6087900.7,5431213.47,269,268,24705.0,100168.0,1320.81,32.0,4.1875,214579.11000000002,18.0
2015-03-30,14251354.04,12890205.46,613,605,21988.0,91135.0,1303.02,41.0,3.6341463414634148,114203.09999999999,16.0
2015-03-31,14813965.34,13306811.36,624,616,23712.0,118451.0,2200.3,37.0,3.4473684210526314,140446.77,22.0
2015-04-01,13697879.88,12323133.99,627,618,29410.0,117637.0,2365.26,41.0,4.073170731707317,168273.25,17.0
2015-04-02,11638587.41,10494545.99,497,493,30456.0,137521.0,2669.56,32.0,4.53125,95459.22,26.0
2015-04-03,10239965.04,9205352.56,455,448,31142.0,131744.0,2885.64,36.0,3.9166666666666665,181567.45,30.0
2015-04-04,4214414.51,3835706.41,147,147,27051.0,97672.0,1959.65,39.0,4.128205128205129,231036.85,17.0
2015-04-05,4549233.48,4060392.25,189,188,34818.0,179530.0,1400.21,45.0,3.977777777777778,115069.06,24.0
2015-04-06,5947351.85,5501604.96,227,225,32488.0,104296.0,1067.15,45.0,3.8,254797.91,19.0
2015-04-07,6969771.13,6115686.29,272,269,37841.0,193746.0,729.91,39.0,4.17948717948718,181510.58,17.0
2015-04-08,6923568.08,6092200.11,268,265,31407.0,105754.0,1163.23,39.0,3.8461538461538463,106025.25,18.0
2015-04-09,5334934.77,4630574.68,211,209,33264.0,131080.0,755.09,50.0,4.08,292024.8,19.0
2015-04-10,5286341.9,4755107.84,236,232,31701.0,138034.0,1016.87,44.0,4.090909090909091,115054.52,18.0
2015-04-11,7223512.23,6692976.84,304,300,32699.0,156139.0,1214.53,43.0,3.7674418604651163,269046.48,21.0
2015-04-12,6941143.47,6173613.48,292,290,33695.0,164092.0,1060.81,43.0,3.7906976744186047,246806.48,13.0
2015-04-13,8008850.6,7198672.06,332,329,32788.0,169275.0,1269.42,48.0,3.9791666666666665,125621.26999999999,17.0
2015-04-14,9764966.49,8525033.47,443,440,31794.0,162134.0,1318.82,55.0,4.1454545454545455,274824.48,23.0
2015-04-15,8464241.45,7283839.1,341,340,30748.0,121391.0,1388.92,54.0,4.166666666666667,189249.71,21.0
2015-04-16,6025485.77,5033699.98,266,265,30162.0,117724.0,1497.83,57.0,3.8947368421052633,297690.35,19.0
2015-04-17,6481493.13,5294636.04,254,254,34071.0,177596.0,1437.87,59.0,4.084745762711864,274667.56,16.0
2015-04-18,7432727.07,5745887.3,261,258,34778.0,112807.0,939.04,58.0,4.017241379310345,303029.05,18.0
2015-04-19,6854069.17,5371424.19,264,263,34164.0,119369.0,997.2,50.0,3.8,161884.6,14.0
2015-04-20,8942873.22,6952833.82,352,350,33331.0,182278.0,963.24,64.0,3.90625,325874.86,23.0
2015-04-21,11246554.8,8986101.87,429,423,29124.0,130729.0,1335.14,49.0,3.8979591836734695,269222.63,16.0
2015-04-22,9099886.14,7216624.95,370,368,28703.0,137953.0,1445.7,65.0,3.9692307692307693,150178.28,13.0
2015-04-23,7548994.85,5939101.06,291,287,33494.0,158159.0,1406.5,50.0,3.68,266675.07,18.0
2015-04-24,6578500.68,5143109.11,281,280,31753.0,170691.0,1460.88,62.0,3.774193548387097,265086.44,17.0
2015-04-25,9981817.81,7741342.2,381,379,36571.0,179957.0,1128.1,62.0,3.806451612903226,174721.13,19.0
2015-04-26,8486257.42,6790371.72,352,349,30907.0,116178.0,1063.26,48.0,4.0,247738.97,19.0
2015-04-27,11233528.64,8990933.6,431,425,34074.0,114811.0,1534.2,68.0,4.0,292216.77,19.0
2015-04-28,14371525.01,11368208.46,555,553,31168.0,123478.0,1765.46,71.0,4.152777777777778,171035.47,17.0
2015-04-29,15294818.22,12456433.34,628,622,35794.0,128333.0,1828.68,56.0,3.732142857142857,332393.67,28.0
2015-04-30,14911130.64,11744026.43,546,539,28994.0,150712.0,2081.87,49.0,4.061224489795919,363458.98,17.0
2015-05-01,11462217.29,9026019.09,469,464,30846.0,163628.0,2075.62,53.0,4.018867924528302,440752.11,22.0
2015-05-02,8951414.69,7003240.14,360,358,33476.0,182726.0,1978.43,59.0,3.9152542372881354,386672.18,22.0
2015-05-03,7902349.85,6325430.88,315,314,24534.0,126935.0,1507.28,60.0,3.9,284621.88,24.0
2015-05-04,4063632.19,3220456.05,132,131,29719.0,155249.0,1027.6,60.0,3.816666666666667,125695.24,18.0
2015-05-05,4993358.48,3895803.59,175,174,28430.0,107343.0,1231.07,62.0,3.7096774193548385,344562.75,15.0
2015-05-06,5912157.02,4721080.32,201,201,27853.0,131355.0,721.05,63.0,3.984126984126984,275307.08,20.0
2015-05-07,6417545.13,5062352.65,212,212,24031.0,83533.0,467.13,60.0,3.8,266490.57,23.0
2015-05-08,4654167.53,3561342.38,171,171,29160.0,109154.0,565.99,57.0,3.896551724137931,358482.19,16.0
2015-05-09,4178643.57,3269969.19,160,160,31489.0,164844.0,667.96,54.0,3.4814814814814814,243949.4,23.0
2015-05-10,5135747.06,3949880.44,210,209,28854.0,121753.0,720.66,74.0,3.76,346722.51,25.0
2015-05-11,6740124.2,5364204.35,241,239,30303.0,101312.0,844.78,49.0,4.224489795918367,432114.9,21.0
